CMP1,Entry,PLATE,ROW,COL,LATID,Supplier,CAT,Name,Conc_mM,IC50,Yeast_Active,Pubchem_CID,Notes
CMP1621,2462,LAT031,F,9,LAT031F09,Maybridge,KM 05576,NA,2.5,NA,+,NA,   
CMP1632,2463,LAT031,G,9,LAT031G09,Maybridge,KM 05809,NA,2.5,NA,+,NA,   
CMP1643,2464,LAT031,H,9,LAT031H09,Maybridge,KM 05853,NA,2.5,NA,+,NA,   
CMP1567,2465,LAT031,A,10,LAT031A10,Maybridge,KM 05854,NA,2.5,NA,+,NA,   
CMP1578,2466,LAT031,B,10,LAT031B10,Maybridge,KM 06044,NA,2.5,NA,+,NA,   
CMP1589,2467,LAT031,C,10,LAT031C10,Maybridge,KM 06239,NA,2.5,NA,+,NA,   
CMP1600,2468,LAT031,D,10,LAT031D10,Maybridge,KM 06301,NA,2.5,NA,+,NA,   
CMP1611,2469,LAT031,E,10,LAT031E10,Maybridge,KM 06421,NA,2.5,NA,+,NA,   
CMP1622,2470,LAT031,F,10,LAT031F10,Maybridge,KM 06501,NA,2.5,NA,+,NA,   
CMP1633,2471,LAT031,G,10,LAT031G10,Maybridge,KM 06563,NA,2.5,NA,+,NA,   
CMP1644,2472,LAT031,H,10,LAT031H10,Maybridge,KM 06580,NA,2.5,NA,+,NA,   
CMP1568,2473,LAT031,A,11,LAT031A11,Maybridge,KM 06604,NA,2.5,NA,+,NA,   
CMP1579,2474,LAT031,B,11,LAT031B11,Maybridge,KM 06626,NA,2.5,NA,+,NA,   
CMP1590,2475,LAT031,C,11,LAT031C11,Maybridge,KM 06815,NA,2.5,NA,+,NA,   
CMP1601,2476,LAT031,D,11,LAT031D11,Maybridge,KM 06822,NA,2.5,NA,+,NA,   
CMP1612,2477,LAT031,E,11,LAT031E11,Maybridge,KM 06828,NA,2.5,NA,+,NA,   
CMP1623,2478,LAT031,F,11,LAT031F11,Maybridge,KM 06831,NA,2.5,NA,+,NA,   
CMP1634,2479,LAT031,G,11,LAT031G11,Maybridge,KM 06835,NA,2.5,NA,+,NA,   
CMP1645,2480,LAT031,H,11,LAT031H11,Maybridge,KM 06837,NA,2.5,NA,+,NA,   
CMP1646,2481,LAT032,A,2,LAT032A02,Maybridge,KM 06838,NA,2.5,NA,+,NA,   
CMP1657,2482,LAT032,B,2,LAT032B02,Maybridge,KM 06839,NA,2.5,NA,+,NA,   
CMP1668,2483,LAT032,C,2,LAT032C02,Maybridge,KM 06867,NA,2.5,NA,+,NA,   
CMP1680,2484,LAT032,D,2,LAT032D02,Maybridge,XBX 00130,NA,2.5,NA,+,NA,   
CMP1691,2485,LAT032,E,2,LAT032E02,Maybridge,KM 06890,NA,2.5,NA,+,NA,   
CMP1702,2486,LAT032,F,2,LAT032F02,Maybridge,KM 06891,NA,2.5,NA,+,NA,   
CMP1713,2487,LAT032,G,2,LAT032G02,Maybridge,KM 06894,NA,2.5,NA,+,NA,   
CMP1724,2488,LAT032,H,2,LAT032H02,Maybridge,KM 06897,NA,2.5,NA,+,NA,   
CMP1648,2489,LAT032,A,3,LAT032A03,Maybridge,KM 06900,NA,2.5,NA,+,NA,   
CMP1659,2490,LAT032,B,3,LAT032B03,Maybridge,KM 06990,NA,2.5,NA,+,NA,   
CMP1671,2491,LAT032,C,3,LAT032C03,Maybridge,KM 06991,NA,2.5,NA,+,NA,   
CMP1682,2492,LAT032,D,3,LAT032D03,Maybridge,KM 07079,NA,2.5,NA,+,NA,   
CMP1693,2493,LAT032,E,3,LAT032E03,Maybridge,KM 07547,NA,2.5,NA,+,NA,   
CMP1704,2494,LAT032,F,3,LAT032F03,Maybridge,KM 07571,NA,2.5,NA,+,NA,   
CMP1715,2495,LAT032,G,3,LAT032G03,Maybridge,KM 07750,NA,2.5,NA,+,NA,   
CMP1726,2496,LAT032,H,3,LAT032H03,Maybridge,KM 07811,NA,2.5,NA,+,NA,   
CMP1649,2497,LAT032,A,4,LAT032A04,Maybridge,KM 07869,NA,2.5,NA,+,NA,   
CMP1660,2498,LAT032,B,4,LAT032B04,Maybridge,KM 07870,NA,2.5,NA,+,NA,   
CMP1672,2499,LAT032,C,4,LAT032C04,Maybridge,KM 08002,NA,2.5,NA,+,NA,   
CMP1683,2500,LAT032,D,4,LAT032D04,Maybridge,KM 08021,NA,2.5,NA,+,NA,   
CMP1694,2501,LAT032,E,4,LAT032E04,Maybridge,KM 08024,NA,2.5,NA,+,NA,   
CMP1705,2502,LAT032,F,4,LAT032F04,Maybridge,KM 08043,NA,2.5,NA,+,NA,   
CMP1716,2503,LAT032,G,4,LAT032G04,Maybridge,KM 08047,NA,2.5,NA,+,NA,   
CMP1727,2504,LAT032,H,4,LAT032H04,Maybridge,KM 08486,NA,2.5,NA,+,NA,   
CMP1650,2505,LAT032,A,5,LAT032A05,Maybridge,KM 08617,NA,2.5,NA,+,NA,   
CMP1661,2506,LAT032,B,5,LAT032B05,Maybridge,KM 08645,NA,2.5,NA,+,NA,   
CMP1673,2507,LAT032,C,5,LAT032C05,Maybridge,KM 08828,NA,2.5,NA,+,NA,   
CMP1684,2508,LAT032,D,5,LAT032D05,Maybridge,KM 08829,NA,2.5,NA,+,NA,   
CMP1695,2509,LAT032,E,5,LAT032E05,Maybridge,KM 08832,NA,2.5,NA,+,NA,   
CMP1706,2510,LAT032,F,5,LAT032F05,Maybridge,KM 08839,NA,2.5,NA,+,NA,   
CMP1717,2511,LAT032,G,5,LAT032G05,Maybridge,KM 08844,NA,2.5,NA,+,NA,   
CMP1728,2512,LAT032,H,5,LAT032H05,Maybridge,KM 08872,NA,2.5,NA,+,NA,   
CMP1651,2513,LAT032,A,6,LAT032A06,Maybridge,KM 09080,NA,2.5,NA,+,NA,   
CMP1662,2514,LAT032,B,6,LAT032B06,Maybridge,KM 09453,NA,2.5,NA,+,NA,   
CMP1674,2515,LAT032,C,6,LAT032C06,Maybridge,KM 09585,NA,2.5,NA,+,NA,   
CMP1685,2516,LAT032,D,6,LAT032D06,Maybridge,KM 09750,NA,2.5,NA,+,NA,   
CMP1696,2517,LAT032,E,6,LAT032E06,Maybridge,KM 10129,NA,2.5,NA,+,NA,   
CMP1707,2518,LAT032,F,6,LAT032F06,Maybridge,KM 10153,NA,2.5,NA,+,NA,   
CMP1718,2519,LAT032,G,6,LAT032G06,Maybridge,KM 10430,NA,2.5,NA,+,NA,   
CMP1729,2520,LAT032,H,6,LAT032H06,Maybridge,KM 10779,NA,2.5,NA,+,NA,   
CMP1652,2521,LAT032,A,7,LAT032A07,Maybridge,MBE 00173,NA,2.5,NA,+,NA,   
CMP1663,2522,LAT032,B,7,LAT032B07,Maybridge,ML 00267,NA,2.5,NA,+,NA,   
CMP1675,2523,LAT032,C,7,LAT032C07,Maybridge,ML 00449,NA,2.5,NA,+,NA,   
CMP1686,2524,LAT032,D,7,LAT032D07,Maybridge,MWP 00246,NA,2.5,NA,+,NA,   
CMP1697,2525,LAT032,E,7,LAT032E07,Maybridge,MWP 00248,NA,2.5,NA,+,NA,   
CMP1708,2526,LAT032,F,7,LAT032F07,Maybridge,MWP 00441,NA,2.5,NA,+,NA,   
CMP1719,2527,LAT032,G,7,LAT032G07,Maybridge,MWP 00553,NA,2.5,NA,+,NA,   
CMP1730,2528,LAT032,H,7,LAT032H07,Maybridge,MWP 00566,NA,2.5,NA,+,NA,   
CMP1653,2529,LAT032,A,8,LAT032A08,Maybridge,MWP 00582,NA,2.5,NA,+,NA,   
CMP1664,2530,LAT032,B,8,LAT032B08,Maybridge,MWP 00584,NA,2.5,NA,+,NA,   
CMP1676,2531,LAT032,C,8,LAT032C08,Maybridge,MWP 00605,NA,2.5,NA,+,NA,   
CMP1687,2532,LAT032,D,8,LAT032D08,Maybridge,MWP 00823,NA,2.5,NA,+,NA,   
CMP1698,2533,LAT032,E,8,LAT032E08,Maybridge,MWP 00824,NA,2.5,NA,+,NA,   
CMP1709,2534,LAT032,F,8,LAT032F08,Maybridge,MWP 01044,NA,2.5,NA,+,NA,   
CMP1720,2535,LAT032,G,8,LAT032G08,Maybridge,NH 00218,NA,2.5,NA,+,NA,   
CMP1731,2536,LAT032,H,8,LAT032H08,Maybridge,NH 00309,NA,2.5,NA,+,NA,   
CMP1654,2537,LAT032,A,9,LAT032A09,Maybridge,NH 00313,NA,2.5,NA,+,NA,   
CMP1665,2538,LAT032,B,9,LAT032B09,Maybridge,PD 00103,NA,2.5,NA,+,NA,   
CMP1677,2539,LAT032,C,9,LAT032C09,Maybridge,PD 00112,NA,2.5,NA,+,NA,   
CMP1688,2540,LAT032,D,9,LAT032D09,Maybridge,PD 00115,NA,2.5,NA,+,NA,   
CMP1699,2541,LAT032,E,9,LAT032E09,Maybridge,PD 00185,NA,2.5,NA,+,NA,   
CMP1710,2542,LAT032,F,9,LAT032F09,Maybridge,PD 00388,NA,2.5,NA,+,NA,   
CMP1721,2543,LAT032,G,9,LAT032G09,Maybridge,PD 00406,NA,2.5,NA,+,NA,   
CMP1732,2544,LAT032,H,9,LAT032H09,Maybridge,PD 00407,NA,2.5,NA,+,NA,   
CMP1655,2545,LAT032,A,10,LAT032A10,Maybridge,PD 00408,NA,2.5,NA,+,NA,   
CMP1666,2546,LAT032,B,10,LAT032B10,Maybridge,PD 00489,NA,2.5,NA,+,NA,   
CMP1678,2547,LAT032,C,10,LAT032C10,Maybridge,PD 00502,NA,2.5,NA,+,NA,   
CMP1689,2548,LAT032,D,10,LAT032D10,Maybridge,PD 00549,NA,2.5,NA,+,NA,   
CMP1700,2549,LAT032,E,10,LAT032E10,Maybridge,PD 00636,NA,2.5,NA,+,NA,   
CMP1711,2550,LAT032,F,10,LAT032F10,Maybridge,PD 00642,NA,2.5,NA,+,NA,   
CMP1722,2551,LAT032,G,10,LAT032G10,Maybridge,PD 00760,NA,2.5,NA,+,NA,   
CMP1733,2552,LAT032,H,10,LAT032H10,Maybridge,PD 00766,NA,2.5,NA,+,NA,   
CMP1656,2553,LAT032,A,11,LAT032A11,Maybridge,PD 00794,NA,2.5,NA,+,NA,   
CMP1667,2554,LAT032,B,11,LAT032B11,Maybridge,PD 00795,NA,2.5,NA,+,NA,   
CMP1679,2555,LAT032,C,11,LAT032C11,Maybridge,PHG 00741,NA,2.5,NA,+,NA,   
CMP1690,2556,LAT032,D,11,LAT032D11,Maybridge,PHG 00960,NA,2.5,NA,+,NA,   
CMP1701,2557,LAT032,E,11,LAT032E11,Maybridge,PHG 00963,NA,2.5,NA,+,NA,   
CMP1712,2558,LAT032,F,11,LAT032F11,Maybridge,PHG 01009,NA,2.5,NA,+,NA,   
CMP1723,2559,LAT032,G,11,LAT032G11,Maybridge,RB 00001,NA,2.5,NA,+,NA,   
CMP1734,2560,LAT032,H,11,LAT032H11,Maybridge,RB 00150,NA,2.5,NA,+,NA,   
CMP1735,2561,LAT033,A,2,LAT033A02,Maybridge,RB 00158,NA,2.5,NA,+,NA,   
CMP1746,2562,LAT033,B,2,LAT033B02,Maybridge,RB 00362,NA,2.5,NA,+,NA,   
CMP1757,2563,LAT033,C,2,LAT033C02,Maybridge,RDR 00047,NA,2.5,NA,+,NA,   
CMP1768,2564,LAT033,D,2,LAT033D02,Maybridge,RDR 00093,NA,2.5,NA,+,NA,   
CMP1779,2565,LAT033,E,2,LAT033E02,Maybridge,RDR 00491,NA,2.5,NA,+,NA,   
CMP1791,2566,LAT033,F,2,LAT033F02,Maybridge,RDR 00691,NA,2.5,NA,+,NA,   
CMP1802,2567,LAT033,G,2,LAT033G02,Maybridge,RDR 00708,NA,2.5,NA,+,NA,   
CMP1813,2568,LAT033,H,2,LAT033H02,Maybridge,RDR 00728,NA,2.5,NA,+,NA,   
CMP1737,2569,LAT033,A,3,LAT033A03,Maybridge,RDR 00802,NA,2.5,NA,+,NA,   
CMP1748,2570,LAT033,B,3,LAT033B03,Maybridge,RDR 00966,NA,2.5,NA,+,NA,   
CMP1759,2571,LAT033,C,3,LAT033C03,Maybridge,RDR 01153,NA,2.5,NA,+,NA,   
CMP1770,2572,LAT033,D,3,LAT033D03,Maybridge,RDR 01678,NA,2.5,NA,+,NA,   
CMP1782,2573,LAT033,E,3,LAT033E03,Maybridge,RDR 01679,NA,2.5,NA,+,NA,   
CMP1793,2574,LAT033,F,3,LAT033F03,Maybridge,RDR 01686,NA,2.5,NA,+,NA,   
CMP1804,2575,LAT033,G,3,LAT033G03,Maybridge,RDR 02030,NA,2.5,NA,+,NA,   
CMP1815,2576,LAT033,H,3,LAT033H03,Maybridge,RDR 02032,NA,2.5,NA,+,NA,   
CMP1738,2577,LAT033,A,4,LAT033A04,Maybridge,RDR 02498,NA,2.5,NA,+,NA,   
CMP1749,2578,LAT033,B,4,LAT033B04,Maybridge,RDR 03006,NA,2.5,NA,+,NA,   
CMP1760,2579,LAT033,C,4,LAT033C04,Maybridge,RDR 03026,NA,2.5,NA,+,NA,   
CMP1771,2580,LAT033,D,4,LAT033D04,Maybridge,RDR 03027,NA,2.5,NA,+,NA,   
CMP1783,2581,LAT033,E,4,LAT033E04,Maybridge,RDR 03056,NA,2.5,NA,+,NA,   
CMP1794,2582,LAT033,F,4,LAT033F04,Maybridge,RDR 03086,NA,2.5,NA,+,NA,   
CMP1805,2583,LAT033,G,4,LAT033G04,Maybridge,RDR 03785,NA,2.5,NA,+,NA,   
CMP1816,2584,LAT033,H,4,LAT033H04,Maybridge,RDR 03820,NA,2.5,NA,+,NA,   
CMP1739,2585,LAT033,A,5,LAT033A05,Maybridge,RDR 03963,NA,2.5,NA,+,NA,   
CMP1750,2586,LAT033,B,5,LAT033B05,Maybridge,RDR 03998,NA,2.5,NA,+,NA,   
CMP1761,2587,LAT033,C,5,LAT033C05,Maybridge,RF 00049,NA,2.5,NA,+,NA,   
CMP1772,2588,LAT033,D,5,LAT033D05,Maybridge,RF 00595,NA,2.5,NA,+,NA,   
CMP1784,2589,LAT033,E,5,LAT033E05,Maybridge,RF 00662,NA,2.5,NA,+,NA,   
CMP1795,2590,LAT033,F,5,LAT033F05,Maybridge,RF 00973,NA,2.5,NA,+,NA,   
CMP1806,2591,LAT033,G,5,LAT033G05,Maybridge,RF 01584,NA,2.5,NA,+,NA,   
CMP1817,2592,LAT033,H,5,LAT033H05,Maybridge,RF 01687,NA,2.5,NA,+,NA,   
CMP1740,2593,LAT033,A,6,LAT033A06,Maybridge,RF 01707,NA,2.5,NA,+,NA,   
CMP1751,2594,LAT033,B,6,LAT033B06,Maybridge,RF 01744,NA,2.5,NA,+,NA,   
CMP1762,2595,LAT033,C,6,LAT033C06,Maybridge,RF 01893,NA,2.5,NA,+,NA,   
CMP1773,2596,LAT033,D,6,LAT033D06,Maybridge,RF 02175,NA,2.5,NA,+,NA,   
CMP1785,2597,LAT033,E,6,LAT033E06,Maybridge,RF 02201,NA,2.5,NA,+,NA,   
CMP1796,2598,LAT033,F,6,LAT033F06,Maybridge,RF 03548,NA,2.5,NA,+,NA,   
CMP1807,2599,LAT033,G,6,LAT033G06,Maybridge,RF 03874,NA,2.5,NA,+,NA,   
CMP1818,2600,LAT033,H,6,LAT033H06,Maybridge,RF 04102,NA,2.5,NA,+,NA,   
CMP1741,2601,LAT033,A,7,LAT033A07,Maybridge,RF 04197,NA,2.5,NA,+,NA,   
CMP1752,2602,LAT033,B,7,LAT033B07,Maybridge,RF 04974,NA,2.5,NA,+,NA,   
CMP1763,2603,LAT033,C,7,LAT033C07,Maybridge,RF 05106,NA,2.5,NA,+,NA,   
CMP1774,2604,LAT033,D,7,LAT033D07,Maybridge,RF 05142,NA,2.5,NA,+,NA,   
CMP1786,2605,LAT033,E,7,LAT033E07,Maybridge,RF 05259,NA,2.5,NA,+,NA,   
CMP1797,2606,LAT033,F,7,LAT033F07,Maybridge,RF 05375,NA,2.5,NA,+,NA,   
CMP1808,2607,LAT033,G,7,LAT033G07,Maybridge,RH 00169,NA,2.5,NA,+,NA,   
CMP1819,2608,LAT033,H,7,LAT033H07,Maybridge,RH 00219,NA,2.5,NA,+,NA,   
CMP1742,2609,LAT033,A,8,LAT033A08,Maybridge,RH 00600,NA,2.5,NA,+,NA,   
CMP1753,2610,LAT033,B,8,LAT033B08,Maybridge,RH 00774,NA,2.5,NA,+,NA,   
CMP1764,2611,LAT033,C,8,LAT033C08,Maybridge,RH 00852,NA,2.5,NA,+,NA,   
CMP1775,2612,LAT033,D,8,LAT033D08,Maybridge,RH 00885,NA,2.5,NA,+,NA,   
CMP1787,2613,LAT033,E,8,LAT033E08,Maybridge,RH 00887,NA,2.5,NA,+,NA,   
CMP1798,2614,LAT033,F,8,LAT033F08,Maybridge,RH 00943,NA,2.5,NA,+,NA,   
CMP1809,2615,LAT033,G,8,LAT033G08,Maybridge,RH 01015,NA,2.5,NA,+,NA,   
CMP1820,2616,LAT033,H,8,LAT033H08,Maybridge,RH 01196,NA,2.5,NA,+,NA,   
CMP1743,2617,LAT033,A,9,LAT033A09,Maybridge,RH 01287,NA,2.5,NA,+,NA,   
CMP1754,2618,LAT033,B,9,LAT033b09,Maybridge,RH 01407,NA,2.5,NA,+,NA,   
CMP1765,2619,LAT033,C,9,LAT033c09,Maybridge,RH 01481,NA,2.5,NA,+,NA,   
CMP1776,2620,LAT033,D,9,LAT033d09,Maybridge,RH 01496,NA,2.5,NA,+,NA,   
CMP1788,2621,LAT033,E,9,LAT033E09,Maybridge,RH 01697,NA,2.5,NA,+,NA,   
CMP1799,2622,LAT033,F,9,LAT033F09,Maybridge,RH 01799,NA,2.5,NA,+,NA,   
CMP1810,2623,LAT033,G,9,LAT033G09,Maybridge,RH 01876,NA,2.5,NA,+,NA,   
CMP1821,2624,LAT033,H,9,LAT033H09,Maybridge,RH 01877,NA,2.5,NA,+,NA,   
CMP1744,2625,LAT033,A,10,LAT033A10,Maybridge,RH 01881,NA,2.5,NA,+,NA,   
CMP1755,2626,LAT033,B,10,LAT033B10,Maybridge,RH 02018,NA,2.5,NA,+,NA,   
CMP1766,2627,LAT033,C,10,LAT033C10,Maybridge,RJC 00213,NA,2.5,NA,+,NA,   
CMP1777,2628,LAT033,D,10,LAT033D10,Maybridge,RJC 00360,NA,2.5,NA,+,NA,   
CMP1789,2629,LAT033,E,10,LAT033E10,Maybridge,RJC 00392,NA,2.5,NA,+,NA,   
CMP1800,2630,LAT033,F,10,LAT033F10,Maybridge,RJC 00418,NA,2.5,NA,+,NA,   
CMP1811,2631,LAT033,G,10,LAT033G10,Maybridge,RJC 00507,NA,2.5,NA,+,NA,   
CMP1822,2632,LAT033,H,10,LAT033H10,Maybridge,RJC 00615,NA,2.5,NA,+,NA,   
CMP1745,2633,LAT033,A,11,LAT033A11,Maybridge,RJC 00758,NA,2.5,NA,+,NA,   
CMP1756,2634,LAT033,B,11,LAT033B11,Maybridge,RJC 00993,NA,2.5,NA,+,NA,   
CMP1767,2635,LAT033,C,11,LAT033C11,Maybridge,RJC 01100,NA,2.5,NA,+,NA,   
CMP1778,2636,LAT033,D,11,LAT033D11,Maybridge,RJC 01412,NA,2.5,NA,+,NA,   
CMP1790,2637,LAT033,E,11,LAT033E11,Maybridge,RJC 01473,NA,2.5,NA,+,NA,   
CMP1801,2638,LAT033,F,11,LAT033F11,Maybridge,RJC 01728,NA,2.5,NA,+,NA,   
CMP1812,2639,LAT033,G,11,LAT033G11,Maybridge,RJC 01735,NA,2.5,NA,+,NA,   
CMP1823,2640,LAT033,H,11,LAT033H11,Maybridge,RJC 01737,NA,2.5,NA,+,NA,   
CMP1824,2641,LAT034,A,2,LAT034A02,Maybridge,RJC 01744,NA,2.5,NA,+,NA,   
CMP1835,2642,LAT034,B,2,LAT034B02,Maybridge,RJC 01745,NA,2.5,NA,+,NA,   
CMP1846,2643,LAT034,C,2,LAT034C02,Maybridge,RJC 01746,NA,2.5,NA,+,NA,   
CMP1857,2644,LAT034,D,2,LAT034D02,Maybridge,RJC 01747,NA,2.5,NA,+,NA,   
CMP1868,2645,LAT034,E,2,LAT034E02,Maybridge,RJC 02270,NA,2.5,NA,+,NA,   
CMP1879,2646,LAT034,F,2,LAT034F02,Maybridge,RJC 02395,NA,2.5,NA,+,NA,   
CMP1890,2647,LAT034,G,2,LAT034G02,Maybridge,RJC 02400,NA,2.5,NA,+,NA,   
CMP1902,2648,LAT034,H,2,LAT034H02,Maybridge,RJC 02958,NA,2.5,NA,+,NA,   
CMP1826,2649,LAT034,A,3,LAT034A03,Maybridge,RJC 02986,NA,2.5,NA,+,NA,   
CMP1837,2650,LAT034,B,3,LAT034B03,Maybridge,RJC 03024,NA,2.5,NA,+,NA,   
CMP1848,2651,LAT034,C,3,LAT034C03,Maybridge,RJC 03162,NA,2.5,NA,+,NA,   
CMP1859,2652,LAT034,D,3,LAT034D03,Maybridge,RJC 03238,NA,2.5,NA,+,NA,   
CMP1870,2653,LAT034,E,3,LAT034E03,Maybridge,RJC 03281,NA,2.5,NA,+,NA,   
CMP1881,2654,LAT034,F,3,LAT034F03,Maybridge,RJC 03469,NA,2.5,NA,+,NA,   
CMP1893,2655,LAT034,G,3,LAT034G03,Maybridge,RJC 03544,NA,2.5,NA,+,NA,   
CMP1904,2656,LAT034,H,3,LAT034H03,Maybridge,RJC 03603,NA,2.5,NA,+,NA,   
CMP1827,2657,LAT034,A,4,LAT034A04,Maybridge,RJC 03674,NA,2.5,NA,+,NA,   
CMP1838,2658,LAT034,B,4,LAT034B04,Maybridge,RJC 03855,NA,2.5,NA,+,NA,   
CMP1849,2659,LAT034,C,4,LAT034C04,Maybridge,RJF 00163,NA,2.5,NA,+,NA,   
CMP1860,2660,LAT034,D,4,LAT034D04,Maybridge,RJF 00696,NA,2.5,NA,+,NA,   
CMP1871,2661,LAT034,E,4,LAT034E04,Maybridge,RJF 00895,NA,2.5,NA,+,NA,   
CMP1882,2662,LAT034,F,4,LAT034F04,Maybridge,RJF 00949,NA,2.5,NA,+,NA,   
CMP1894,2663,LAT034,G,4,LAT034G04,Maybridge,RJF 00959,NA,2.5,NA,+,NA,   
CMP1905,2664,LAT034,H,4,LAT034H04,Maybridge,RJF 01010,NA,2.5,NA,+,NA,   
CMP1828,2665,LAT034,A,5,LAT034A05,Maybridge,RJF 01159,NA,2.5,NA,+,NA,   
CMP1839,2666,LAT034,B,5,LAT034B05,Maybridge,RJF 01572,NA,2.5,NA,+,NA,   
CMP1850,2667,LAT034,C,5,LAT034C05,Maybridge,RJF 01649,NA,2.5,NA,+,NA,   
CMP1861,2668,LAT034,D,5,LAT034D05,Maybridge,RJF 01678,NA,2.5,NA,+,NA,   
CMP1872,2669,LAT034,E,5,LAT034E05,Maybridge,RJF 01808,NA,2.5,NA,+,NA,   
CMP1883,2670,LAT034,F,5,LAT034F05,Maybridge,RJF 01955,NA,2.5,NA,+,NA,   
CMP1895,2671,LAT034,G,5,LAT034G05,Maybridge,S 00540,NA,2.5,NA,+,NA,   
CMP1906,2672,LAT034,H,5,LAT034H05,Maybridge,S 00677,NA,2.5,NA,+,NA,   
CMP1829,2673,LAT034,A,6,LAT034A06,Maybridge,S 00679,NA,2.5,NA,+,NA,   
CMP1840,2674,LAT034,B,6,LAT034B06,Maybridge,XBX 00245,NA,2.5,NA,+,NA,   
CMP1851,2675,LAT034,C,6,LAT034C06,Maybridge,S 00686,NA,2.5,NA,+,NA,   
CMP1862,2676,LAT034,D,6,LAT034D06,Maybridge,S 01335,NA,2.5,NA,+,NA,   
CMP1873,2677,LAT034,E,6,LAT034E06,Maybridge,S 01339,NA,2.5,NA,+,NA,   
CMP1884,2678,LAT034,F,6,LAT034F06,Maybridge,S 01340,NA,2.5,NA,+,NA,   
CMP1896,2679,LAT034,G,6,LAT034G06,Maybridge,S 01347,NA,2.5,NA,+,NA,   
CMP1907,2680,LAT034,H,6,LAT034H06,Maybridge,S 01348,NA,2.5,NA,+,NA,   
CMP1830,2681,LAT034,A,7,LAT034A07,Maybridge,S 01349,NA,2.5,NA,+,NA,   
CMP1841,2682,LAT034,B,7,LAT034B07,Maybridge,S 01356,NA,2.5,NA,+,NA,   
CMP1852,2683,LAT034,C,7,LAT034C07,Maybridge,S 01362,NA,2.5,NA,+,NA,   
CMP1863,2684,LAT034,D,7,LAT034D07,Maybridge,S 01372,NA,2.5,NA,+,NA,   
CMP1874,2685,LAT034,E,7,LAT034E07,Maybridge,S 01394,NA,2.5,NA,+,NA,   
CMP1885,2686,LAT034,F,7,LAT034F07,Maybridge,S 01401,NA,2.5,NA,+,NA,   
CMP1897,2687,LAT034,G,7,LAT034G07,Maybridge,S 01402,NA,2.5,NA,+,NA,   
CMP1908,2688,LAT034,H,7,LAT034H07,Maybridge,S 01528,NA,2.5,NA,+,NA,   
CMP1831,2689,LAT034,A,8,LAT034A08,Maybridge,S 01644,NA,2.5,NA,+,NA,   
CMP1842,2690,LAT034,B,8,LAT034B08,Maybridge,S 01742,NA,2.5,NA,+,NA,   
CMP1853,2691,LAT034,C,8,LAT034C08,Maybridge,S 01960,NA,2.5,NA,+,NA,   
CMP1864,2692,LAT034,D,8,LAT034D08,Maybridge,S 01961,NA,2.5,NA,+,NA,   
CMP1875,2693,LAT034,E,8,LAT034E08,Maybridge,S 02334,NA,2.5,NA,+,NA,   
CMP1886,2694,LAT034,F,8,LAT034F08,Maybridge,S 02359,NA,2.5,NA,+,NA,   
CMP1898,2695,LAT034,G,8,LAT034G08,Maybridge,S 02408,NA,2.5,NA,+,NA,   
CMP1909,2696,LAT034,H,8,LAT034H08,Maybridge,S 02409,NA,2.5,NA,+,NA,   
CMP1832,2697,LAT034,A,9,LAT034A09,Maybridge,S 02724,NA,2.5,NA,+,NA,   
CMP1843,2698,LAT034,B,9,LAT034B09,Maybridge,S 02803,NA,2.5,NA,+,NA,   
CMP1854,2699,LAT034,C,9,LAT034C09,Maybridge,S 02846,NA,2.5,NA,+,NA,   
CMP1865,2700,LAT034,D,9,LAT034D09,Maybridge,S 03085,NA,2.5,NA,+,NA,   
CMP1876,2701,LAT034,E,9,LAT034E09,Maybridge,S 03092,NA,2.5,NA,+,NA,   
CMP1887,2702,LAT034,F,9,LAT034F09,Maybridge,S 03280,NA,2.5,NA,+,NA,   
CMP1899,2703,LAT034,G,9,LAT034G09,Maybridge,S 03357,NA,2.5,NA,+,NA,   
CMP1910,2704,LAT034,H,9,LAT034H09,Maybridge,S 03777,NA,2.5,NA,+,NA,   
CMP1833,2705,LAT034,A,10,LAT034A10,Maybridge,S 03789,NA,2.5,NA,+,NA,   
CMP1844,2706,LAT034,B,10,LAT034B10,Maybridge,S 03802,NA,2.5,NA,+,NA,   
CMP1855,2707,LAT034,C,10,LAT034C10,Maybridge,S 03807,NA,2.5,NA,+,NA,   
CMP1866,2708,LAT034,D,10,LAT034D10,Maybridge,S 03835,NA,2.5,NA,+,NA,   
CMP1877,2709,LAT034,E,10,LAT034E10,Maybridge,S 03869,NA,2.5,NA,+,NA,   
CMP1888,2710,LAT034,F,10,LAT034F10,Maybridge,S 03980,NA,2.5,NA,+,NA,   
CMP1900,2711,LAT034,G,10,LAT034G10,Maybridge,S 04005,NA,2.5,NA,+,NA,   
CMP1911,2712,LAT034,H,10,LAT034H10,Maybridge,S 04055,NA,2.5,NA,+,NA,   
CMP1834,2713,LAT034,A,11,LAT034A11,Maybridge,S 04111,NA,2.5,NA,+,NA,   
CMP1845,2714,LAT034,B,11,LAT034B11,Maybridge,S 04151,NA,2.5,NA,+,NA,   
CMP1856,2715,LAT034,C,11,LAT034C11,Maybridge,S 04201,NA,2.5,NA,+,NA,   
CMP1867,2716,LAT034,D,11,LAT034D11,Maybridge,S 04213,NA,2.5,NA,+,NA,   
CMP1878,2717,LAT034,E,11,LAT034E11,Maybridge,S 04301,NA,2.5,NA,+,NA,   
CMP1889,2718,LAT034,F,11,LAT034F11,Maybridge,S 04302,NA,2.5,NA,+,NA,   
